Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
300358,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300359,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300360,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300361,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300362,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300363,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300364,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300365,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300366,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300367,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300368,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300369,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300370,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300371,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300372,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300373,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300374,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300375,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300376,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300377,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300378,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300379,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300380,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300381,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300382,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300383,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300384,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300385,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300386,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300387,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300388,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300389,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300390,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300391,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300392,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300393,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300394,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300395,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300396,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300397,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300398,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300399,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300400,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300401,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300402,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300403,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300404,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300405,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300406,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300407,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300408,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300409,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300410,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300411,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300412,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300413,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300414,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300415,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300416,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300417,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300418,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300419,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300420,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300421,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300422,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300423,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300424,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300425,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300426,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300427,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300428,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300429,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300430,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300431,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300432,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300433,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300434,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300435,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300436,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300437,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300438,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300439,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300440,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300441,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300442,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300443,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300444,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300445,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300446,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300447,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300448,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300449,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300450,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300451,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300452,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300453,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300454,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300455,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300456,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300457,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300458,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300459,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300460,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300461,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300462,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300463,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300464,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300465,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300466,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300467,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300468,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300469,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300470,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300471,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300472,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300473,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300474,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300475,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300476,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300477,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300478,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300479,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300480,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300481,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300482,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300483,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300484,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300485,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300486,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300487,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300488,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300489,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300490,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300491,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300492,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300493,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300494,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300495,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300496,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300497,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300498,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300499,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300500,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300501,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300502,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300503,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300504,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300505,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300506,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300507,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300508,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300509,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300510,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300511,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300512,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300513,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300514,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300515,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300516,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300517,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300518,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300519,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300520,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300521,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300522,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300523,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300524,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300525,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300526,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300527,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300528,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300529,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300530,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300531,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300532,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300533,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300534,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300535,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300536,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
